ORDER #,QUANTITY_ORDERED,PRICE,DISCOUNT,ORDER_NUMBER,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCT,?CUSTOMER NAME,PHONE,ADDRESS,CITY_COUNTRY,STATE,DEAL_SIZE,LAST NAME CONTACT,FIRST NAME CONTACT
10312,32,100,12,2,Shipped,4,10,2004,Trucks and Buses,Mini Gifts Distributors Ltd,4155551450,,"San Rafael, USA",CA,Medium,Nelson,Valarie
10322,22,100,24,10,Shipped,4,11,2004,Trucks and Buses,Online Diecast Creations Co,6035558647,,"Nashua, USA",NH,Small,Young,Valarie
10333,29,4025,21,7,Shipped,4,11,2004,Trucks and Buses,Mini Wheels Co,6505555787,,"San Francisco, USA",CA,Small,Murphy,Julie
10347,42,496,12,5,Shipped,4,11,2004,Trucks and Buses,Australian Collectors Co,03 9520 4555,Level 3,"Melbourne, Australia",Victoria,Small,Ferguson,Peter
10357,39,98,20,1,Shipped,4,12,2004,Trucks and Buses,Mini Gifts Distributors Ltd,4155551450,,"San Rafael, USA",CA,Medium,Nelson,Valarie
10370,27,100,21,1,Shipped,1,1,2005,Trucks and Buses,"Anna""s Decorations Ltd",02 9936 8555,Level 15,"North Sydney, Australia",NSW,Medium,"O""Hara",Anna
10381,48,98,28,2,Shipped,1,2,2005,Trucks and Buses,Corporate Gift Ideas Co,6505551386,,"San Francisco, USA",CA,Medium,Brown,Julie
10391,29,851,5,10,Shipped,1,3,2005,Trucks and Buses,"Anna""s Decorations Ltd",02 9936 8555,Level 15,"North Sydney, Australia",NSW,Small,"O""Hara",Anna
10411,27,100,17,8,Shipped,2,5,2005,Trucks and Buses,Quebec Home Shopping Network,514 5558054,,"Montreal, Canada",Quebec,Medium,Fresnisre,Jean
10424,54,100,9,5,In Process,2,5,2005,Trucks and Buses,Euro Shopping Channel,91 555 94 44,,"Madrid, Spain",,Large,Freyre,Diego
10109,26,100,18,4,Shipped,1,3,2003,Classic Cars,Motor Mint Distributors Inc,2155559857,,"Philadelphia, USA",PA,Medium,Hernandez,Rosa
10122,34,100,19,2,Shipped,2,5,2003,Classic Cars,Marseille Mini Autos,91244555,,"Marseille, France",,Medium,Lebihan,Laurence
10136,25,100,15,2,Shipped,3,7,2003,Classic Cars,Alpha Cognac,61776555,,"Toulouse, France",,Medium,Roulet,Annette
10148,23,100,29,13,Shipped,3,9,2003,Classic Cars,"Anna""s Decorations Ltd",02 9936 8555,Level 15,"North Sydney, Australia",NSW,Small,"O""Hara",Anna
10161,28,100,27,12,Shipped,4,10,2003,Classic Cars,Heintze Collectables,86 21 3555,,"Aaarhus, Denmark",,Medium,Ibsen,Palle
10171,35,100,10,2,Shipped,4,11,2003,Classic Cars,Quebec Home Shopping Network,514 5558054,,"Montreal, Canada",Quebec,Medium,Fresnisre,Jean
10181,44,100,26,6,Shipped,4,11,2003,Classic Cars,Herkku Gifts,+47 2267 3215,,"Bergen, Norway",,Medium,Oeztan,Veysel
10192,22,100,20,11,Shipped,4,11,2003,Classic Cars,Online Diecast Creations Co,6035558647,,"Nashua, USA",NH,Medium,Young,Valarie
10204,42,100,24,17,Shipped,4,12,2003,Classic Cars,Muscle Machine Inc,2125557413,Suite 400,"NYC, USA",NY,Medium,Young,Jeff
10212,29,100,11,10,Shipped,1,1,2004,Classic Cars,Euro Shopping Channel,91 555 94 44,,"Madrid, Spain",,Medium,Freyre,Diego
10225,32,100,20,1,Shipped,1,2,2004,Classic Cars,Vida Sport Ltd,897034555,,"Gensve, Switzerland",,Medium,Holz,Michael
10240,41,100,26,3,Shipped,2,4,2004,Classic Cars,Osaka Souveniers Co,+81 06 6342 5555,,"Osaka, Japan",Osaka,Medium,Kentary,Mory
10253,26,100,21,5,Cancelled,2,6,2004,Classic Cars,UK Collectables Ltd,171 5552282,,"Liverpool, UK",,Medium,Devon,Elizabeth
10266,21,100,30,6,Shipped,3,7,2004,Classic Cars,"L""ordine Souveniers",522556555,,"Reggio Emilia, Italy",,Small,Moroni,Maurizio
10278,34,100,11,6,Shipped,3,8,2004,Classic Cars,Signal Gift Stores,7025551838,,"Las Vegas, USA",NV,Medium,King,Sue
10287,41,100,29,4,Shipped,3,8,2004,Classic Cars,Vida Sport Ltd,897034555,,"Gensve, Switzerland",,Medium,Holz,Michael
10301,37,100,19,8,Shipped,4,10,2003,Classic Cars,Norway Gifts By Mail Co,+47 2212 1555,,"Oslo, Norway",,Medium,Klaeboe,Jan
10310,37,100,21,2,Shipped,4,10,2004,Classic Cars,Toms Spezialitten Ltd,2215554327,,"Koln, Germany",,Medium,Pfalzheim,Henriette
10321,41,100,19,10,Shipped,4,11,2004,Classic Cars,FunGiftIdeascom,5085552555,,"New Bedford, USA",MA,Medium,Benitez,Violeta
10331,46,100,30,6,Shipped,4,11,2004,Classic Cars,Motor Mint Distributors Inc,2155559857,,"Philadelphia, USA",PA,Medium,Hernandez,Rosa
10342,40,100,30,2,Shipped,4,11,2004,Classic Cars,Australian Collectors Co,03 9520 4555,Level 3,"Melbourne, Australia",Victoria,Medium,Ferguson,Peter
10356,43,976,10,8,Shipped,4,12,2004,Classic Cars,Lyon Souveniers,+33 1 46 62 7555,,"Paris, France",,Medium,Da Cunha,Daniel
10365,30,8706,30,1,Shipped,1,1,2005,Classic Cars,Mini Creations Ltd,5085559555,,"New Bedford, USA",MA,Small,Tam,Wing C
10377,35,100,13,2,Shipped,1,2,2005,Classic Cars,Toys of Finland Co,90224 8555,,"Helsinki, Finland",,Medium,Karttunen,Matti
10390,36,9377,26,14,Shipped,1,3,2005,Classic Cars,Mini Gifts Distributors Ltd,4155551450,,"San Rafael, USA",CA,Medium,Nelson,Valarie
10406,61,100,7,3,Disputed,2,4,2005,Classic Cars,Danish Wholesale Imports,31 12 3555,,"Kobenhavn, Denmark",,Large,Petersen,Jytte
10419,38,100,25,5,Shipped,2,5,2005,Classic Cars,Salzburg Collectables,65629555,,"Salzburg, Austria",,Medium,Pipps,Georg
10102,39,100,19,2,Shipped,1,1,2003,Vintage Cars,Vitachrome Inc,2125551500,Suite 101,"NYC, USA",NY,Medium,Frick,Michael
10111,33,9966,27,6,Shipped,1,3,2003,Vintage Cars,Mini Wheels Co,6505555787,,"San Francisco, USA",CA,Medium,Murphy,Julie
10125,32,100,19,1,Shipped,2,5,2003,Vintage Cars,Australian Collectors Co,03 9520 4555,Level 3,"Melbourne, Australia",Victoria,Medium,Ferguson,Peter
10139,31,100,30,7,Shipped,3,7,2003,Vintage Cars,Souveniers And Things Co,+61 2 9495 8555,Level 6,"Chatswood, Australia",NSW,Medium,Huxley,Adrian
10149,50,100,8,4,Shipped,3,9,2003,Vintage Cars,Signal Collectibles Ltd,4155554312,,"Brisbane, USA",CA,Medium,Taylor,Sue
10162,48,9144,23,2,Shipped,4,10,2003,Vintage Cars,Corporate Gift Ideas Co,6505551386,,"San Francisco, USA",CA,Medium,Brown,Julie
10173,43,100,28,6,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,35640555,,"Bergamo, Italy",,Medium,Rovelli,Giovanni
10182,25,8733,23,3,Shipped,4,11,2003,Vintage Cars,Mini Gifts Distributors Ltd,4155551450,,"San Rafael, USA",CA,Small,Nelson,Valarie
10193,28,100,12,7,Shipped,4,11,2003,Vintage Cars,Australian Collectables Ltd,61938446555,,"Glen Waverly, Australia",Victoria,Medium,Connery,Sean
10205,36,100,27,2,Shipped,4,12,2003,Vintage Cars,Euro Shopping Channel,91 555 94 44,,"Madrid, Spain",,Medium,Freyre,Diego
10215,27,8938,21,10,Shipped,1,1,2004,Vintage Cars,West Coast Collectables Co,3105553722,,"Burbank, USA",CA,Small,Thompson,Steve
10227,25,100,15,3,Shipped,1,3,2004,Vintage Cars,Saveley & Henriot Co,78325555,,"Lyon, France",,Small,Saveley,Mary
10244,40,100,23,7,Shipped,2,4,2004,Vintage Cars,Euro Shopping Channel,91 555 94 44,,"Madrid, Spain",,Medium,Freyre,Diego
10256,34,9555,14,2,Shipped,2,6,2004,Vintage Cars,Danish Wholesale Imports,31 12 3555,,"Kobenhavn, Denmark",,Medium,Petersen,Jytte
10280,50,100,25,9,Shipped,3,8,2004,Vintage Cars,Amica Models & Co,114988555,,"Torino, Italy",,Medium,Accorti,Paolo
10289,38,100,14,2,Shipped,3,9,2004,Vintage Cars,Herkku Gifts,+47 2267 3215,,"Bergen, Norway",,Medium,Oeztan,Veysel
10304,37,9555,20,13,Shipped,4,10,2004,Vintage Cars,Auto Assoc & Cie,30598555,,"Versailles, France",,Medium,Tonini,Daniel
10312,43,8938,13,10,Shipped,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd,4155551450,,"San Rafael, USA",CA,Medium,Nelson,Valarie
10322,43,863,11,14,Shipped,4,11,2004,Vintage Cars,Online Diecast Creations Co,6035558647,,"Nashua, USA",NH,Medium,Young,Valarie
10332,46,9513,16,15,Shipped,4,11,2004,Vintage Cars,AV Stores Co,171 5551555,,"Manchester, UK",,Medium,Ashworth,Victoria
10346,42,3611,6,3,Shipped,4,11,2004,Vintage Cars,Signal Gift Stores,7025551838,,"Las Vegas, USA",NV,Small,King,Sue
10356,50,5018,29,9,Shipped,4,12,2004,Vintage Cars,Lyon Souveniers,+33 1 46 62 7555,,"Paris, France",,Small,Da Cunha,Daniel
10369,44,100,30,8,Shipped,1,1,2005,Vintage Cars,Collectables For Less Inc,6175558555,,"Brickhaven, USA",MA,Large,Nelson,Allen
10380,27,9316,30,13,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,91 555 94 44,,"Madrid, Spain",,Small,Freyre,Diego
10391,35,100,23,2,Shipped,1,3,2005,Vintage Cars,"Anna""s Decorations Ltd",02 9936 8555,Level 15,"North Sydney, Australia",NSW,Medium,"O""Hara",Anna
10422,51,9555,22,2,In Process,2,5,2005,Vintage Cars,Diecast Classics Inc,2155551555,,"Allentown, USA",PA,Medium,Yu,Kyung
10102,41,5014,12,1,Shipped,1,1,2003,Vintage Cars,Vitachrome Inc,2125551500,Suite 101,"NYC, USA",NY,Small,Frick,Michael
10111,48,4906,14,5,Shipped,1,3,2003,Vintage Cars,Mini Wheels Co,6505555787,,"San Francisco, USA",CA,Small,Murphy,Julie
10126,42,5499,29,17,Shipped,2,5,2003,Vintage Cars,Corrida Auto Replicas Ltd,91 555 22 82,,"Madrid, Spain",,Small,Sommer,Martn
10139,49,4313,27,6,Shipped,3,7,2003,Vintage Cars,Souveniers And Things Co,+61 2 9495 8555,Level 6,"Chatswood, Australia",NSW,Small,Huxley,Adrian
10149,30,5822,10,3,Shipped,3,9,2003,Vintage Cars,Signal Collectibles Ltd,4155554312,,"Brisbane, USA",CA,Small,Taylor,Sue
10162,45,5121,16,1,Shipped,4,10,2003,Vintage Cars,Corporate Gift Ideas Co,6505551386,,"San Francisco, USA",CA,Small,Brown,Julie
10173,48,4421,5,5,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,35640555,,"Bergamo, Italy",,Small,Rovelli,Giovanni
10182,32,5445,26,2,Shipped,4,11,2003,Vintage Cars,Mini Gifts Distributors Ltd,4155551450,,"San Rafael, USA",CA,Small,Nelson,Valarie
10193,46,5337,29,6,Shipped,4,11,2003,Vintage Cars,Australian Collectables Ltd,61938446555,,"Glen Waverly, Australia",Victoria,Small,Connery,Sean
10205,48,6361,22,1,Shipped,4,12,2003,Vintage Cars,Euro Shopping Channel,91 555 94 44,,"Madrid, Spain",,Medium,Freyre,Diego
10215,33,4313,21,9,Shipped,1,1,2004,Vintage Cars,West Coast Collectables Co,3105553722,,"Burbank, USA",CA,Small,Thompson,Steve
10227,31,4852,23,2,Shipped,1,3,2004,Vintage Cars,Saveley & Henriot Co,78325555,,"Lyon, France",,Small,Saveley,Mary
10244,20,5822,19,6,Shipped,2,4,2004,Vintage Cars,Euro Shopping Channel,91 555 94 44,,"Madrid, Spain",,Small,Freyre,Diego
10256,29,5175,30,1,Shipped,2,6,2004,Vintage Cars,Danish Wholesale Imports,31 12 3555,,"Kobenhavn, Denmark",,Small,Petersen,Jytte
10280,27,5768,15,8,Shipped,3,8,2004,Vintage Cars,Amica Models & Co,114988555,,"Torino, Italy",,Small,Accorti,Paolo
10289,24,5607,12,1,Shipped,3,9,2004,Vintage Cars,Herkku Gifts,+47 2267 3215,,"Bergen, Norway",,Small,Oeztan,Veysel
10304,37,4852,27,12,Shipped,4,10,2004,Vintage Cars,Auto Assoc & Cie,30598555,,"Versailles, France",,Small,Tonini,Daniel
10312,25,4421,16,9,Shipped,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd,4155551450,,"San Rafael, USA",CA,Small,Nelson,Valarie
10322,41,5768,19,5,Shipped,4,11,2004,Vintage Cars,Online Diecast Creations Co,6035558647,,"Nashua, USA",NH,Small,Young,Valarie
10332,27,8989,28,16,Shipped,4,11,2004,Vintage Cars,AV Stores Co,171 5551555,,"Manchester, UK",,Small,Ashworth,Victoria
10347,21,5895,25,7,Shipped,4,11,2004,Vintage Cars,Australian Collectors Co,03 9520 4555,Level 3,"Melbourne, Australia",Victoria,Small,Ferguson,Peter
10356,22,7241,13,6,Shipped,4,12,2004,Vintage Cars,Lyon Souveniers,+33 1 46 62 7555,,"Paris, France",,Small,Da Cunha,Daniel
10369,32,9863,17,7,Shipped,1,1,2005,Vintage Cars,Collectables For Less Inc,6175558555,,"Brickhaven, USA",MA,Medium,Nelson,Allen
10381,25,5283,7,9,Shipped,1,2,2005,Vintage Cars,Corporate Gift Ideas Co,6505551386,,"San Francisco, USA",CA,Small,Brown,Julie
10391,42,100,14,3,Shipped,1,3,2005,Vintage Cars,"Anna""s Decorations Ltd",02 9936 8555,Level 15,"North Sydney, Australia",NSW,Medium,"O""Hara",Anna
10422,25,5175,13,1,In Process,2,5,2005,Vintage Cars,Diecast Classics Inc,2155551555,,"Allentown, USA",PA,Small,Yu,Kyung
10110,37,100,8,16,Shipped,1,3,2003,Classic Cars,AV Stores Co,171 5551555,,"Manchester, UK",,Medium,Ashworth,Victoria
10123,26,100,7,2,Shipped,2,5,2003,Classic Cars,Atelier graphique,40322555,,"Nantes, France",,Medium,Schmitt,Carine
10137,44,9955,20,2,Shipped,3,7,2003,Classic Cars,Reims Collectables,26471555,,"Reims, France",,Medium,Henriot,Paul
10148,47,100,8,9,Shipped,3,9,2003,Classic Cars,"Anna""s Decorations Ltd",02 9936 8555,Level 15,"North Sydney, Australia",NSW,Medium,"O""Hara",Anna
10161,43,100,15,8,Shipped,4,10,2003,Classic Cars,Heintze Collectables,86 21 3555,,"Aaarhus, Denmark",,Medium,Ibsen,Palle
10172,42,100,29,6,Shipped,4,11,2003,Classic Cars,Gift Depot Inc,2035552570,,"Bridgewater, USA",CT,Medium,King,Julie
10181,42,100,5,2,Shipped,4,11,2003,Classic Cars,Herkku Gifts,+47 2267 3215,,"Bergen, Norway",,Medium,Oeztan,Veysel
10192,29,100,23,7,Shipped,4,11,2003,Classic Cars,Online Diecast Creations Co,6035558647,,"Nashua, USA",NH,Medium,Young,Valarie
10204,40,100,16,13,Shipped,4,12,2003,Classic Cars,Muscle Machine Inc,2125557413,Suite 400,"NYC, USA",NY,Medium,Young,Jeff
10212,38,100,8,6,Shipped,1,1,2004,Classic Cars,Euro Shopping Channel,91 555 94 44,,"Madrid, Spain",,Medium,Freyre,Diego
10226,38,100,9,4,Shipped,1,2,2004,Classic Cars,Collectable Mini Designs Co,7605558146,,"San Diego, USA",CA,Medium,Thompson,Valarie
10241,21,100,8,11,Shipped,2,4,2004,Classic Cars,Mini Caravy,88601555,,"Strasbourg, France",,Small,Citeaux,Frederique
10253,24,100,24,1,Cancelled,2,6,2004,Classic Cars,UK Collectables Ltd,171 5552282,,"Liverpool, UK",,Medium,Devon,Elizabeth
10266,36,100,18,2,Shipped,3,7,2004,Classic Cars,"L""ordine Souveniers",522556555,,"Reggio Emilia, Italy",,Medium,Moroni,Maurizio
10278,23,100,13,2,Shipped,3,8,2004,Classic Cars,Signal Gift Stores,7025551838,,"Las Vegas, USA",NV,Small,King,Sue
10288,20,100,26,14,Shipped,3,9,2004,Classic Cars,Handji Gifts& Co,+65 224 1555,2nd Floor,"Singapore, Singapore",,Small,Victorino,Wendy
10301,32,100,10,4,Shipped,4,10,2003,Classic Cars,Norway Gifts By Mail Co,+47 2212 1555,,"Oslo, Norway",,Medium,Klaeboe,Jan
10311,29,100,20,9,Shipped,4,10,2004,Classic Cars,Euro Shopping Channel,91 555 94 44,,"Madrid, Spain",,Small,Freyre,Diego
10321,44,100,10,6,Shipped,4,11,2004,Classic Cars,FunGiftIdeascom,5085552555,,"New Bedford, USA",MA,Medium,Benitez,Violeta
10331,44,100,19,14,Shipped,4,11,2004,Classic Cars,Motor Mint Distributors Inc,2155559857,,"Philadelphia, USA",PA,Medium,Hernandez,Rosa
10343,36,100,18,4,Shipped,4,11,2004,Classic Cars,Reims Collectables,26471555,,"Reims, France",,Medium,Henriot,Paul
10367,49,563,7,1,Resolved,1,1,2005,Classic Cars,Toys4GrownUpscom,6265557265,,"Pasadena, USA",CA,Small,Young,Julie
10378,34,4264,10,5,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,91 555 94 44,,"Madrid, Spain",,Small,Freyre,Diego
10407,59,100,19,11,On Hold,2,4,2005,Classic Cars,The Sharp Gifts Warehouse,4085553659,,"San Jose, USA",CA,Large,Frick,Sue
10419,37,100,9,1,Shipped,2,5,2005,Classic Cars,Salzburg Collectables,65629555,,"Salzburg, Austria",,Medium,Pipps,Georg
10106,36,100,,12,Shipped,1,2,2003,Planes,Rovelli Gifts,35640555,,"Bergamo, Italy",,Medium,Rovelli,Giovanni
10119,43,100,19,3,Shipped,2,4,2003,Planes,Salzburg Collectables,65629555,,"Salzburg, Austria",,Medium,Pipps,Georg
10131,21,100,14,4,Shipped,2,6,2003,Planes,Gift Ideas Corp,2035554407,,"Glendale, USA",CT,Small,Lewis,Dan
10143,32,100,13,7,Shipped,3,8,2003,Planes,Mini Creations Ltd,5085559555,,"New Bedford, USA",MA,Medium,Tam,Wing C
10155,38,100,24,5,Shipped,4,10,2003,Planes,Toys of Finland Co,90224 8555,,"Helsinki, Finland",,Medium,Karttunen,Matti
10167,43,100,21,1,Cancelled,4,10,2003,Planes,Scandinavian Gift Ideas,069534 6555,,"Boras, Sweden",,Medium,Larsson,Maria
10178,42,100,23,4,Shipped,4,11,2003,Planes,Alpha Cognac,61776555,,"Toulouse, France",,Medium,Roulet,Annette
10186,32,100,16,1,Shipped,4,11,2003,Planes,Double Decker Gift Stores Ltd,171 5557555,,"London, UK",,Medium,Hardy,Thomas
10198,42,100,30,4,Shipped,4,11,2003,Planes,Cruz & Sons Co,+63 2 555 3587,,"Makati City, Philippines",,Large,Cruz,Arnold
10210,31,100,10,17,Shipped,1,1,2004,Planes,Osaka Souveniers Co,+81 06 6342 5555,,"Osaka, Japan",Osaka,Medium,Kentary,Mory
10222,49,100,6,4,Shipped,1,2,2004,Planes,Collectable Mini Designs Co,7605558146,,"San Diego, USA",CA,Medium,Thompson,Valarie
10250,45,100,5,14,Shipped,2,5,2004,Planes,The Sharp Gifts Warehouse,4085553659,,"San Jose, USA",CA,Large,Frick,Sue
10262,49,100,26,9,Cancelled,2,6,2004,Planes,Euro Shopping Channel,91 555 94 44,,"Madrid, Spain",,Medium,Freyre,Diego
10274,41,100,12,1,Shipped,3,7,2004,Planes,Collectables For Less Inc,6175558555,,"Brickhaven, USA",MA,Medium,Nelson,Allen
10284,45,100,10,11,Shipped,3,8,2004,Planes,Norway Gifts By Mail Co,+47 2212 1555,,"Oslo, Norway",,Medium,Klaeboe,Jan
10296,36,100,14,7,Shipped,3,9,2004,Planes,Bavarian Collectables Imports Co,+49 89 61 08 9555,,"Munich, Germany",,Medium,Donnermeyer,Michael
10307,39,100,30,1,Shipped,4,10,2004,Planes,Classic Gift Ideas Inc,2155554695,,"Philadelphia, USA",PA,Large,Cervantes,Francisca
10316,27,100,17,9,Shipped,4,11,2004,Planes,giftsbymailcouk,198 5558888,,"Cowes, UK",Isle of Wight,Medium,Bennett,Helen
10327,25,100,,6,Resolved,4,11,2004,Planes,Danish Wholesale Imports,31 12 3555,,"Kobenhavn, Denmark",,Small,Petersen,Jytte
10338,41,100,,1,Shipped,4,11,2004,Planes,Royale Belge,071 23 67 2555,,"Charleroi, Belgium",,Medium,Cartrain,Pascale
10351,39,9952,,1,Shipped,4,12,2004,Planes,Stylish Desk Decors Co,171 5550297,,"London, UK",,Medium,Brown,Ann
10373,28,5755,,4,Shipped,1,1,2005,Planes,Oulu Toy Supplies Inc,981443655,,"Oulu, Finland",,Small,Koskitalo,Pirkko
10386,25,5457,,7,Resolved,1,3,2005,Planes,Euro Shopping Channel,91 555 94 44,,"Madrid, Spain",,Small,Freyre,Diego
10398,33,100,,11,Shipped,1,3,2005,Planes,Reims Collectables,26471555,,"Reims, France",,Medium,Henriot,Paul
10400,34,100,No discount,1,Shipped,2,4,2005,Planes,The Sharp Gifts Warehouse,4085553659,,"San Jose, USA",CA,Medium,Frick,Sue
10416,24,100,30,14,Shipped,2,5,2005,Planes,"L""ordine Souveniers",522556555,,"Reggio Emilia, Italy",,Medium,Moroni,Maurizio
10100,30,100,7,3,Shipped,1,1,2003,Vintage Cars,Online Diecast Creations Co,6035558647,,"Nashua, USA",NH,Medium,Young,Valarie
10110,42,100,25,7,Shipped,1,3,2003,Vintage Cars,AV Stores Co,171 5551555,,"Manchester, UK",,Medium,Ashworth,Victoria
10124,21,100,12,6,Shipped,2,5,2003,Vintage Cars,Signal Gift Stores,7025551838,,"Las Vegas, USA",NV,Small,King,Sue
10149,34,100,21,11,Shipped,3,9,2003,Vintage Cars,Signal Collectibles Ltd,4155554312,,"Brisbane, USA",CA,Medium,Taylor,Sue
10162,29,100,23,9,Shipped,4,10,2003,Vintage Cars,Corporate Gift Ideas Co,6505551386,,"San Francisco, USA",CA,Medium,Brown,Julie
10173,24,100,10,13,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,35640555,,"Bergamo, Italy",,Medium,Rovelli,Giovanni
10182,44,100,17,10,Shipped,4,11,2003,Vintage Cars,Mini Gifts Distributors Ltd,4155551450,,"San Rafael, USA",CA,Large,Nelson,Valarie
10193,21,100,24,14,Shipped,4,11,2003,Vintage Cars,Australian Collectables Ltd,61938446555,,"Glen Waverly, Australia",Victoria,Medium,Connery,Sean
10204,33,100,11,4,Shipped,4,12,2003,Vintage Cars,Muscle Machine Inc,2125557413,Suite 400,"NYC, USA",NY,Medium,Young,Jeff
10214,30,100,24,7,Shipped,1,1,2004,Vintage Cars,Corrida Auto Replicas Ltd,91 555 22 82,,"Madrid, Spain",,Medium,Sommer,Martn
10227,26,100,28,10,Shipped,1,3,2004,Vintage Cars,Saveley & Henriot Co,78325555,,"Lyon, France",,Medium,Saveley,Mary
10241,41,100,25,2,Shipped,2,4,2004,Vintage Cars,Mini Caravy,88601555,,"Strasbourg, France",,Large,Citeaux,Frederique
10280,26,100,12,16,Shipped,3,8,2004,Vintage Cars,Amica Models & Co,114988555,,"Torino, Italy",,Medium,Accorti,Paolo
10288,32,100,19,5,Shipped,3,9,2004,Vintage Cars,Handji Gifts& Co,+65 224 1555,2nd Floor,"Singapore, Singapore",,Medium,Victorino,Wendy
10302,43,100,28,1,Shipped,4,10,2003,Vintage Cars,UK Collectables Ltd,171 5552282,,"Liverpool, UK",,Large,Devon,Elizabeth
10312,48,100,No discount,17,Shipped,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd,4155551450,,"San Rafael, USA",CA,Large,Nelson,Valarie
10331,44,7404,24,7,Shipped,4,11,2004,Vintage Cars,Motor Mint Distributors Inc,2155559857,,"Philadelphia, USA",PA,Medium,Hernandez,Rosa
10344,45,100,9,1,Shipped,4,11,2004,Vintage Cars,Marseille Mini Autos,91244555,,"Marseille, France",,Large,Lebihan,Laurence
10367,37,100,13,3,Resolved,1,1,2005,Vintage Cars,Toys4GrownUpscom,6265557265,,"Pasadena, USA",CA,Medium,Young,Julie
10379,39,100,29,2,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,91 555 94 44,,"Madrid, Spain",,Medium,Freyre,Diego
10407,76,100,23,2,On Hold,2,4,2005,Vintage Cars,The Sharp Gifts Warehouse,4085553659,,"San Jose, USA",CA,Large,Frick,Sue
10420,37,100,27,5,In Process,2,5,2005,Vintage Cars,Souveniers And Things Co,+61 2 9495 8555,Level 6,"Chatswood, Australia",NSW,Medium,Huxley,Adrian
10108,38,8239,26,2,Shipped,1,3,2003,Classic Cars,Cruz & Sons Co,+63 2 555 3587,,"Makati City, Philippines",,Medium,Cruz,Arnold
10122,43,7238,18,6,Shipped,2,5,2003,Classic Cars,Marseille Mini Autos,91244555,,"Marseille, France",,Medium,Lebihan,Laurence
10135,48,7931,12,3,Shipped,3,7,2003,Classic Cars,Mini Gifts Distributors Ltd,4155551450,,"San Rafael, USA",CA,Medium,Nelson,Valarie
10147,26,8239,18,3,Shipped,3,9,2003,Classic Cars,Collectables For Less Inc,6175558555,,"Brickhaven, USA",MA,Small,Nelson,Allen
10160,38,8855,22,4,Shipped,4,10,2003,Classic Cars,"Men ""R"" US Retailers Ltd",2155554369,,"Los Angeles, USA",CA,Medium,Chandler,Michael
10170,20,6314,25,2,Shipped,4,11,2003,Classic Cars,Mini Auto Werke,76753555,,"Graz, Austria",,Small,Mendel,Roland
10181,22,7392,9,10,Shipped,4,11,2003,Classic Cars,Herkku Gifts,+47 2267 3215,,"Bergen, Norway",,Small,Oeztan,Veysel
10192,45,9086,6,15,Shipped,4,11,2003,Classic Cars,Online Diecast Creations Co,6035558647,,"Nashua, USA",NH,Medium,Young,Valarie
10203,45,8547,14,4,Shipped,4,12,2003,Classic Cars,Euro Shopping Channel,91 555 94 44,,"Madrid, Spain",,Medium,Freyre,Diego
10212,20,6699,12,14,Shipped,1,1,2004,Classic Cars,Euro Shopping Channel,91 555 94 44,,"Madrid, Spain",,Small,Freyre,Diego
10225,47,6468,10,5,Shipped,1,2,2004,Classic Cars,Vida Sport Ltd,897034555,,"Gensve, Switzerland",,Medium,Holz,Michael
10239,46,7392,26,4,Shipped,2,4,2004,Classic Cars,Oulu Toy Supplies Inc,981443655,,"Oulu, Finland",,Medium,Koskitalo,Pirkko
10253,23,8393,18,9,Cancelled,2,6,2004,Classic Cars,UK Collectables Ltd,171 5552282,,"Liverpool, UK",,Small,Devon,Elizabeth
10266,33,7469,26,10,Shipped,3,7,2004,Classic Cars,"L""ordine Souveniers",522556555,,"Reggio Emilia, Italy",,Small,Moroni,Maurizio
10278,29,9086,26,10,Shipped,3,8,2004,Classic Cars,Signal Gift Stores,7025551838,,"Las Vegas, USA",NV,Small,King,Sue
10287,44,8239,5,8,Shipped,3,8,2004,Classic Cars,Vida Sport Ltd,897034555,,"Gensve, Switzerland",,Medium,Holz,Michael
10300,41,924,26,1,Shipped,4,10,2003,Classic Cars,Blauer See Auto Co,+49 69 66 90 2555,,"Frankfurt, Germany",,Medium,Keitel,Roland
10310,20,9163,13,6,Shipped,4,10,2004,Classic Cars,Toms Spezialitten Ltd,2215554327,,"Koln, Germany",,Small,Pfalzheim,Henriette
10321,37,7854,14,14,Shipped,4,11,2004,Classic Cars,FunGiftIdeascom,5085552555,,"New Bedford, USA",MA,Small,Benitez,Violeta
10329,29,100,22,9,Shipped,4,11,2004,Classic Cars,Land of Toys Inc,2125557818,,"NYC, USA",NY,Small,Yu,Kwai
10342,55,6545,13,1,Shipped,4,11,2004,Classic Cars,Australian Collectors Co,03 9520 4555,Level 3,"Melbourne, Australia",Victoria,Medium,Ferguson,Peter
10363,22,100,13,7,Shipped,1,1,2005,Classic Cars,Suominen Souveniers,+358 9 8045 555,,"Espoo, Finland",,Medium,Suominen,Kalle
